,date,rank,country,ct,points,previousPoints,flag,delta
24260,2009-11-20T00:00:00,200,Central African Republic,CTA,4,4.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cta,0.0
24261,2009-11-20T00:00:00,200,Timor-Leste,TLS,4,9.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tls,-5.0
24262,2009-11-20T00:00:00,202,Andorra,AND,3,4.0,https://api.fifa.com/api/v1/picture/flags-sq-4/and,-1.0
24263,2009-11-20T00:00:00,203,Papua New Guinea,PNG,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/png,
24264,2009-11-20T00:00:00,203,San Marino,SMR,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/smr,
24265,2009-11-20T00:00:00,203,Anguilla,AIA,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aia,
24266,2009-11-20T00:00:00,203,Montserrat,MSR,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/msr,
24267,2009-11-20T00:00:00,203,American Samoa,ASA,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/asa,
24268,2009-11-20T00:00:00,208,Sao Tome e Principe,STP,0,0.0,https://api.fifa.com/api/v1/picture/flags-sq-4/stp,
24269,2009-10-16T00:00:00,1,Brazil,BRA,1632,1604.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,28.0
24270,2009-10-16T00:00:00,2,Spain,ESP,1629,1588.0,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,41.0
24271,2009-10-16T00:00:00,3,Netherlands,NED,1340,1376.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,-36.0
24272,2009-10-16T00:00:00,4,Italy,ITA,1215,1186.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,29.0
24273,2009-10-16T00:00:00,5,Germany,GER,1161,1186.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,-25.0
24274,2009-10-16T00:00:00,6,Argentina,ARG,1103,1113.0,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,-10.0
24275,2009-10-16T00:00:00,7,England,ENG,1101,1127.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eng,-26.0
24276,2009-10-16T00:00:00,8,Croatia,CRO,1087,1101.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cro,-14.0
24277,2009-10-16T00:00:00,9,France,FRA,1049,1040.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,9.0
24278,2009-10-16T00:00:00,10,Portugal,POR,1042,880.0,https://api.fifa.com/api/v1/picture/flags-sq-4/por,162.0
24279,2009-10-16T00:00:00,11,USA,USA,1025,974.0,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,51.0
24280,2009-10-16T00:00:00,12,Russia,RUS,982,1129.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,-147.0
24281,2009-10-16T00:00:00,13,Switzerland,SUI,961,898.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,63.0
24282,2009-10-16T00:00:00,14,Cameroon,CMR,949,819.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr,130.0
24283,2009-10-16T00:00:00,15,Czech Republic,CZE,928,870.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cze,58.0
24284,2009-10-16T00:00:00,16,Greece,GRE,921,971.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gre,-50.0
24285,2009-10-16T00:00:00,17,Chile,CHI,909,846.0,https://api.fifa.com/api/v1/picture/flags-sq-4/chi,63.0
24286,2009-10-16T00:00:00,18,Mexico,MEX,904,835.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,69.0
24287,2009-10-16T00:00:00,19,Côte d'Ivoire,CIV,903,852.0,https://api.fifa.com/api/v1/picture/flags-sq-4/civ,51.0
24288,2009-10-16T00:00:00,20,Serbia,SRB,892,916.0,https://api.fifa.com/api/v1/picture/flags-sq-4/srb,-24.0
24289,2009-10-16T00:00:00,21,Paraguay,PAR,879,842.0,https://api.fifa.com/api/v1/picture/flags-sq-4/par,37.0
24290,2009-10-16T00:00:00,22,Ukraine,UKR,857,829.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ukr,28.0
24291,2009-10-16T00:00:00,23,Bulgaria,BUL,854,860.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bul,-6.0
24292,2009-10-16T00:00:00,24,Australia,AUS,848,907.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aus,-59.0
24293,2009-10-16T00:00:00,25,Uruguay,URU,838,820.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uru,18.0
24294,2009-10-16T00:00:00,26,Israel,ISR,837,844.0,https://api.fifa.com/api/v1/picture/flags-sq-4/isr,-7.0
24295,2009-10-16T00:00:00,27,Denmark,DEN,830,892.0,https://api.fifa.com/api/v1/picture/flags-sq-4/den,-62.0
24296,2009-10-16T00:00:00,28,Egypt,EGY,798,786.0,https://api.fifa.com/api/v1/picture/flags-sq-4/egy,12.0
24297,2009-10-16T00:00:00,29,Algeria,ALG,781,707.0,https://api.fifa.com/api/v1/picture/flags-sq-4/alg,74.0
24298,2009-10-16T00:00:00,30,Northern Ireland,NIR,775,795.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nir,-20.0
24299,2009-10-16T00:00:00,30,Colombia,COL,775,657.0,https://api.fifa.com/api/v1/picture/flags-sq-4/col,118.0
24300,2009-10-16T00:00:00,32,Nigeria,NGA,763,773.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,-10.0
24301,2009-10-16T00:00:00,33,Slovakia,SVK,758,687.0,https://api.fifa.com/api/v1/picture/flags-sq-4/svk,71.0
24302,2009-10-16T00:00:00,34,Republic of Ireland,IRL,755,743.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irl,12.0
24303,2009-10-16T00:00:00,35,Honduras,HON,754,712.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hon,42.0
24304,2009-10-16T00:00:00,36,Romania,ROU,752,827.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,-75.0
24305,2009-10-16T00:00:00,37,Norway,NOR,751,709.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nor,42.0
24306,2009-10-16T00:00:00,38,Ghana,GHA,746,786.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gha,-40.0
24307,2009-10-16T00:00:00,39,Turkey,TUR,737,826.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tur,-89.0
24308,2009-10-16T00:00:00,40,Japan,JPN,735,734.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,1.0
24309,2009-10-16T00:00:00,41,Sweden,SWE,728,723.0,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,5.0
24310,2009-10-16T00:00:00,42,Bosnia and Herzegovina,BIH,721,682.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bih,39.0
24311,2009-10-16T00:00:00,43,Costa Rica,CRC,707,735.0,https://api.fifa.com/api/v1/picture/flags-sq-4/crc,-28.0
24312,2009-10-16T00:00:00,44,Ecuador,ECU,697,749.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ecu,-52.0
24313,2009-10-16T00:00:00,45,Gabon,GAB,691,759.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gab,-68.0
24314,2009-10-16T00:00:00,46,Scotland,SCO,687,804.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,-117.0
24315,2009-10-16T00:00:00,47,Latvia,LVA,683,555.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lva,128.0
24316,2009-10-16T00:00:00,48,Korea Republic,KOR,671,641.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,30.0
24317,2009-10-16T00:00:00,49,Slovenia,SVN,663,576.0,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,87.0
24318,2009-10-16T00:00:00,50,Hungary,HUN,645,669.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hun,-24.0
24319,2009-10-16T00:00:00,51,Venezuela,VEN,632,604.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ven,28.0
24320,2009-10-16T00:00:00,51,Mali,MLI,632,593.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mli,39.0
24321,2009-10-16T00:00:00,53,Canada,CAN,631,504.0,https://api.fifa.com/api/v1/picture/flags-sq-4/can,127.0
24322,2009-10-16T00:00:00,54,Tunisia,TUN,629,614.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tun,15.0
24323,2009-10-16T00:00:00,55,Burkina Faso,BFA,616,602.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bfa,14.0
24324,2009-10-16T00:00:00,56,Poland,POL,609,749.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pol,-140.0
24325,2009-10-16T00:00:00,57,Finland,FIN,606,535.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fin,71.0
24326,2009-10-16T00:00:00,58,Austria,AUT,524,473.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aut,51.0
24327,2009-10-16T00:00:00,59,Lithuania,LTU,523,531.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ltu,-8.0
24328,2009-10-16T00:00:00,60,Bolivia,BOL,522,547.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bol,-25.0
24329,2009-10-16T00:00:00,61,Bahrain,BHR,519,506.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bhr,13.0
24330,2009-10-16T00:00:00,62,IR Iran,IRN,518,541.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irn,-23.0
24331,2009-10-16T00:00:00,63,Morocco,MAR,511,560.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,-49.0
24332,2009-10-16T00:00:00,64,Saudi Arabia,KSA,500,505.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,-5.0
24333,2009-10-16T00:00:00,65,Cyprus,CYP,489,429.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cyp,60.0
24334,2009-10-16T00:00:00,66,FYR Macedonia,MKD,476,570.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mkd,-94.0
24335,2009-10-16T00:00:00,67,Benin,BEN,475,413.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ben,62.0
24336,2009-10-16T00:00:00,68,Belgium,BEL,474,479.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,-5.0
24337,2009-10-16T00:00:00,69,Jamaica,JAM,469,477.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,-8.0
24338,2009-10-16T00:00:00,70,Panama,PAN,464,431.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pan,33.0
24339,2009-10-16T00:00:00,71,Guinea,GUI,461,574.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gui,-113.0
24340,2009-10-16T00:00:00,72,Trinidad and Tobago,TRI,459,517.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tri,-58.0
24341,2009-10-16T00:00:00,73,Belarus,BLR,444,420.0,https://api.fifa.com/api/v1/picture/flags-sq-4/blr,24.0
24342,2009-10-16T00:00:00,74,Peru,PER,439,363.0,https://api.fifa.com/api/v1/picture/flags-sq-4/per,76.0
24343,2009-10-16T00:00:00,75,Montenegro,MNE,436,380.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mne,56.0
24344,2009-10-16T00:00:00,76,Cuba,CUB,432,393.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cub,39.0
24345,2009-10-16T00:00:00,77,Uganda,UGA,428,448.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uga,-20.0
24346,2009-10-16T00:00:00,78,Wales,WAL,418,481.0,https://api.fifa.com/api/v1/picture/flags-sq-4/wal,-63.0
24347,2009-10-16T00:00:00,79,Oman,OMA,417,432.0,https://api.fifa.com/api/v1/picture/flags-sq-4/oma,-15.0
24348,2009-10-16T00:00:00,80,Togo,TOG,403,454.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tog,-51.0
24349,2009-10-16T00:00:00,80,Uzbekistan,UZB,403,398.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uzb,5.0
24350,2009-10-16T00:00:00,82,El Salvador,SLV,397,398.0,https://api.fifa.com/api/v1/picture/flags-sq-4/slv,-1.0
24351,2009-10-16T00:00:00,83,New Zealand,NZL,383,336.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nzl,47.0
24352,2009-10-16T00:00:00,84,Mozambique,MOZ,382,399.0,https://api.fifa.com/api/v1/picture/flags-sq-4/moz,-17.0
24353,2009-10-16T00:00:00,85,South Africa,RSA,381,445.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,-64.0
24354,2009-10-16T00:00:00,86,Haiti,HAI,377,304.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hai,73.0
24355,2009-10-16T00:00:00,87,Iceland,ISL,372,345.0,https://api.fifa.com/api/v1/picture/flags-sq-4/isl,27.0
24356,2009-10-16T00:00:00,88,Moldova,MDA,371,390.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mda,-19.0
24357,2009-10-16T00:00:00,89,Senegal,SEN,368,410.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,-42.0
24358,2009-10-16T00:00:00,90,Malawi,MWI,365,312.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mwi,53.0
24359,2009-10-16T00:00:00,91,Korea DPR,PRK,359,379.0,https://api.fifa.com/api/v1/picture/flags-sq-4/prk,-20.0
24360,2009-10-16T00:00:00,92,Barbados,BRB,355,325.0,https://api.fifa.com/api/v1/picture/flags-sq-4/brb,30.0
24361,2009-10-16T00:00:00,93,Iraq,IRQ,349,340.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irq,9.0
24362,2009-10-16T00:00:00,94,Qatar,QAT,347,400.0,https://api.fifa.com/api/v1/picture/flags-sq-4/qat,-53.0
24363,2009-10-16T00:00:00,95,Syria,SYR,344,350.0,https://api.fifa.com/api/v1/picture/flags-sq-4/syr,-6.0
24364,2009-10-16T00:00:00,96,Zambia,ZAM,340,409.0,https://api.fifa.com/api/v1/picture/flags-sq-4/zam,-69.0
24365,2009-10-16T00:00:00,97,Albania,ALB,334,360.0,https://api.fifa.com/api/v1/picture/flags-sq-4/alb,-26.0
24366,2009-10-16T00:00:00,98,Angola,ANG,330,361.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ang,-31.0
24367,2009-10-16T00:00:00,99,Tanzania,TAN,328,358.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tan,-30.0
24368,2009-10-16T00:00:00,100,Armenia,ARM,325,231.0,https://api.fifa.com/api/v1/picture/flags-sq-4/arm,94.0
24369,2009-10-16T00:00:00,101,Cape Verde Islands,CPV,316,296.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cpv,20.0
24370,2009-10-16T00:00:00,102,China PR,CHN,313,307.0,https://api.fifa.com/api/v1/picture/flags-sq-4/chn,6.0
24371,2009-10-16T00:00:00,103,Estonia,EST,306,287.0,https://api.fifa.com/api/v1/picture/flags-sq-4/est,19.0
24372,2009-10-16T00:00:00,104,Kenya,KEN,304,317.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ken,-13.0
24373,2009-10-16T00:00:00,105,Grenada,GRN,303,305.0,https://api.fifa.com/api/v1/picture/flags-sq-4/grn,-2.0
24374,2009-10-16T00:00:00,106,Antigua and Barbuda,ATG,300,311.0,https://api.fifa.com/api/v1/picture/flags-sq-4/atg,-11.0
24375,2009-10-16T00:00:00,107,Congo,CGO,297,412.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cgo,-115.0
24376,2009-10-16T00:00:00,108,Fiji,FIJ,291,330.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fij,-39.0
24377,2009-10-16T00:00:00,109,Kuwait,KUW,283,299.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kuw,-16.0
24378,2009-10-16T00:00:00,110,Thailand,THA,280,286.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tha,-6.0
24379,2009-10-16T00:00:00,111,Namibia,NAM,271,331.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nam,-60.0
24380,2009-10-16T00:00:00,112,Congo DR,COD,256,273.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cod,-17.0
24381,2009-10-16T00:00:00,114,Rwanda,RWA,246,279.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rwa,-33.0
24382,2009-10-16T00:00:00,115,Suriname,SUR,242,272.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sur,-30.0
24383,2009-10-16T00:00:00,115,United Arab Emirates,UAE,242,238.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uae,4.0
24384,2009-10-16T00:00:00,117,Georgia,GEO,234,296.0,https://api.fifa.com/api/v1/picture/flags-sq-4/geo,-62.0
24385,2009-10-16T00:00:00,117,Guyana,GUY,234,240.0,https://api.fifa.com/api/v1/picture/flags-sq-4/guy,-6.0
24386,2009-10-16T00:00:00,119,Singapore,SIN,228,223.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sin,5.0
24387,2009-10-16T00:00:00,120,Libya,LBY,225,407.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lby,-182.0
24388,2009-10-16T00:00:00,121,Kazakhstan,KAZ,224,181.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kaz,43.0
24389,2009-10-16T00:00:00,122,Gambia,GAM,218,337.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gam,-119.0
24390,2009-10-16T00:00:00,122,Faroe Islands,FRO,218,96.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fro,122.0
24391,2009-10-16T00:00:00,124,Burundi,BDI,214,231.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bdi,-17.0
24392,2009-10-16T00:00:00,125,Botswana,BOT,213,202.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bot,11.0
24393,2009-10-16T00:00:00,125,Azerbaijan,AZE,213,173.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aze,40.0
24394,2009-10-16T00:00:00,127,Hong Kong,HKG,207,221.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hkg,-14.0
24395,2009-10-16T00:00:00,128,Jordan,JOR,204,219.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jor,-15.0
24396,2009-10-16T00:00:00,129,Indonesia,IDN,201,201.0,https://api.fifa.com/api/v1/picture/flags-sq-4/idn,0.0
24397,2009-10-16T00:00:00,130,Guatemala,GUA,200,297.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gua,-97.0
24398,2009-10-16T00:00:00,131,Zimbabwe,ZIM,197,259.0,https://api.fifa.com/api/v1/picture/flags-sq-4/zim,-62.0
24399,2009-10-16T00:00:00,132,Ethiopia,ETH,182,181.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eth,1.0
24400,2009-10-16T00:00:00,133,Luxembourg,LUX,177,282.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lux,-105.0
24401,2009-10-16T00:00:00,134,Vietnam,VIE,172,149.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vie,23.0
24402,2009-10-16T00:00:00,135,Nicaragua,NCA,165,165.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nca,0.0
24403,2009-10-16T00:00:00,136,Equatorial Guinea,EQG,163,219.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eqg,-56.0
24404,2009-10-16T00:00:00,137,Kyrgyz Republic,KGZ,161,161.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kgz,0.0
24405,2009-10-16T00:00:00,138,India,IND,160,134.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ind,26.0
24406,2009-10-16T00:00:00,139,Yemen,YEM,158,163.0,https://api.fifa.com/api/v1/picture/flags-sq-4/yem,-5.0
24407,2009-10-16T00:00:00,140,Myanmar,MYA,157,150.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mya,7.0
24408,2009-10-16T00:00:00,141,New Caledonia,NCL,148,199.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ncl,-51.0
24409,2009-10-16T00:00:00,142,Turkmenistan,TKM,145,146.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tkm,-1.0
24410,2009-10-16T00:00:00,143,St. Vincent / Grenadines,VIN,139,139.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vin,0.0
24411,2009-10-16T00:00:00,143,Liechtenstein,LIE,139,125.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lie,14.0
24412,2009-10-16T00:00:00,145,Lebanon,LIB,136,132.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lib,4.0
24413,2009-10-16T00:00:00,146,Malta,MLT,132,166.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mlt,-34.0
24414,2009-10-16T00:00:00,147,Chad,CHA,130,233.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cha,-103.0
24415,2009-10-16T00:00:00,148,Maldives,MDV,129,117.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mdv,12.0
24416,2009-10-16T00:00:00,148,Swaziland,SWZ,129,115.0,https://api.fifa.com/api/v1/picture/flags-sq-4/swz,14.0
24417,2009-10-16T00:00:00,150,Malaysia,MAS,128,123.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mas,5.0
24418,2009-10-16T00:00:00,150,Bermuda,BER,128,119.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ber,9.0
24419,2009-10-16T00:00:00,152,Sierra Leone,SLE,117,241.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sle,-124.0
24420,2009-10-16T00:00:00,153,Eritrea,ERI,115,114.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eri,1.0
24421,2009-10-16T00:00:00,154,Madagascar,MAD,113,208.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mad,-95.0
24422,2009-10-16T00:00:00,155,Philippines,PHI,108,108.0,https://api.fifa.com/api/v1/picture/flags-sq-4/phi,0.0
24423,2009-10-16T00:00:00,156,Lesotho,LES,106,101.0,https://api.fifa.com/api/v1/picture/flags-sq-4/les,5.0
24424,2009-10-16T00:00:00,156,St. Kitts and Nevis,SKN,106,123.0,https://api.fifa.com/api/v1/picture/flags-sq-4/skn,-17.0
24425,2009-10-16T00:00:00,158,Sri Lanka,SRI,103,103.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sri,0.0
24426,2009-10-16T00:00:00,159,Vanuatu,VAN,99,177.0,https://api.fifa.com/api/v1/picture/flags-sq-4/van,-78.0
24427,2009-10-16T00:00:00,160,Liberia,LBR,98,161.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lbr,-63.0
24428,2009-10-16T00:00:00,161,Chinese Taipei,TPE,88,86.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tpe,2.0
24429,2009-10-16T00:00:00,162,Puerto Rico,PUR,87,87.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pur,0.0
24430,2009-10-16T00:00:00,163,Niger,NIG,86,190.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nig,-104.0
24431,2009-10-16T00:00:00,164,Netherlands Antilles,ANT,85,88.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ant,-3.0
24432,2009-10-16T00:00:00,165,Bangladesh,BAN,82,85.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ban,-3.0
24433,2009-10-16T00:00:00,165,Somalia,SOM,82,82.0,https://api.fifa.com/api/v1/picture/flags-sq-4/som,0.0
24434,2009-10-16T00:00:00,167,Pakistan,PAK,80,84.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pak,-4.0
24435,2009-10-16T00:00:00,168,Tajikistan,TJK,76,65.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tjk,11.0
24436,2009-10-16T00:00:00,169,Mauritania,MTN,70,99.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mtn,-29.0
24437,2009-10-16T00:00:00,170,Laos,LAO,69,69.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lao,0.0
24438,2009-10-16T00:00:00,171,Cambodia,CAM,68,67.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cam,1.0
24439,2009-10-16T00:00:00,172,Mongolia,MNG,61,61.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mng,0.0
24440,2009-10-16T00:00:00,173,Nepal,NEP,60,60.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nep,0.0
24441,2009-10-16T00:00:00,173,Solomon Islands,SOL,60,97.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sol,-37.0
24442,2009-10-16T00:00:00,175,Belize,BLZ,57,57.0,https://api.fifa.com/api/v1/picture/flags-sq-4/blz,0.0
24443,2009-10-16T00:00:00,176,Palestine,PLE,53,62.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ple,-9.0
24444,2009-10-16T00:00:00,177,Bahamas,BAH,47,53.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bah,-6.0
24445,2009-10-16T00:00:00,178,Brunei Darussalam,BRU,46,46.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bru,0.0
24446,2009-10-16T00:00:00,179,Turks and Caicos Islands,TCA,45,51.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tca,-6.0
24447,2009-10-16T00:00:00,180,Seychelles,SEY,44,52.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sey,-8.0
24448,2009-10-16T00:00:00,180,Cayman Islands,CAY,44,44.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cay,0.0
24449,2009-10-16T00:00:00,182,Dominican Republic,DOM,41,40.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dom,1.0
24450,2009-10-16T00:00:00,183,Samoa,SAM,38,38.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sam,0.0
24451,2009-10-16T00:00:00,183,Mauritius,MRI,38,43.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mri,-5.0
24452,2009-10-16T00:00:00,183,Guinea-Bissau,GNB,38,38.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gnb,0.0
24453,2009-10-16T00:00:00,186,Cook Islands,COK,34,34.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cok,0.0
24454,2009-10-16T00:00:00,186,Djibouti,DJI,34,33.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dji,1.0
24455,2009-10-16T00:00:00,186,Guam,GUM,34,34.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gum,0.0
24456,2009-10-16T00:00:00,189,Afghanistan,AFG,32,30.0,https://api.fifa.com/api/v1/picture/flags-sq-4/afg,2.0
24457,2009-10-16T00:00:00,189,St. Lucia,LCA,32,32.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lca,0.0
24458,2009-10-16T00:00:00,191,Tonga,TGA,28,28.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tga,0.0
24459,2009-10-16T00:00:00,191,Macau,MAC,28,28.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mac,0.0
24460,2009-10-16T00:00:00,193,British Virgin Islands,VGB,25,30.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vgb,-5.0
24461,2009-10-16T00:00:00,194,Tahiti,TAH,19,32.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tah,-13.0
24462,2009-10-16T00:00:00,195,Bhutan,BHU,17,17.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bhu,0.0
24463,2009-10-16T00:00:00,196,Dominica,DMA,12,12.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dma,0.0
24464,2009-10-16T00:00:00,197,Aruba,ARU,11,11.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aru,0.0
24465,2009-10-16T00:00:00,198,Timor-Leste,TLS,9,9.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tls,0.0
